,Date,Close USDIDR,BI Rate,Inflasi,Close CTRA,Close INDF,Close ASII,Close BSDE,Close ICBP,Close KLBF,Close ITMG,Close JPFA,Close TLKM,Close ULTJ,Close ACES,Close TSPC,Close SMAR,Close SMSM,Close JRPT,Close DUTI,Close EPMT,Close SMCB,Close PWON,Close JSMR
0,Nov 2005,10022.90909090909,12.25,18.38,131.69406730250307,827.8947368421053,897.6315789473684,1135.45,416.05263157894734,175.05263157894737,259.25,48.68421052631579,1027.1052631578948,63.48684210526316,259.25,572.3684210526316,955.7894736842104,80.78947368421052,75.20000016061883,643.6842105263158,536.1129134328742,448.42105263157896,15.569972038269048,4198.71
1,Dec 2005,9846.781782670454,12.75,17.11,150.3815030184659,911.9090909090908,1012.0454545454544,1128.89,458.1818181818182,186.9090909090909,256.13,46.54545454545455,1174.090909090909,65.0,256.13,580.0,965.4545454545456,77.38636363636364,75.03636308149858,644.5454545454545,625.2721307927912,481.8181818181818,16.993848540566184,4159.36
2,Jan 2006,9450.99551669034,12.75,17.03,192.72518157958984,904.181818181818,1070.0,1121.91,454.09090909090907,223.45454545454547,252.88,52.31818181818182,1239.090909090909,69.0340909090909,252.88,574.3181818181819,1056.3636363636365,80.56818181818181,75.65454483032227,785.9090909090909,700.6818292791194,543.1818181818181,16.45462942123413,4117.52
3,Feb 2006,9247.7,12.75,17.92,209.1710624694824,869.0,999.75,1114.5,436.5,270.3,249.5,54.35,1238.5,65.8125,249.5,648.5,1380.5,78.375,76.0,839.5,711.0057769775391,634.0,17.08989772796631,4073.0
4,Mar 2006,9142.069675611414,12.75,15.74,209.99393960703972,847.8260869565217,1059.3478260869565,1106.62,425.8695652173913,273.8260869565217,245.97,55.04347826086956,1315.2173913043478,65.05434782608695,245.97,658.0434782608696,1765.2173913043478,76.3586956521739,82.83478247601053,816.9565217391304,745.7832323157269,643.0434782608696,18.535680770874023,4025.63
5,Apr 2006,8913.32998046875,12.75,15.4,200.4453598022461,942.95,1174.75,1098.24,473.5,280.2,242.31,60.35,1459.0,73.0,242.31,696.75,1943.5,76.625,101.95,949.0,808.2753204345703,680.0,16.218720769882204,3975.19
6,May 2006,9016.22609544837,12.5,15.6,278.8163803764011,1057.1304347826087,1095.6521739130435,1089.32,528.4782608695652,274.0,238.5,58.56521739130435,1528.2608695652175,72.06521739130434,238.5,690.0,2700.0,73.69565217391305,151.7826086956522,997.391304347826,790.006419306216,623.9130434782609,19.615585741789445,3921.47
7,Jun 2006,9325.1181640625,12.5,15.53,217.30462438409975,901.9090909090908,936.1363636363636,1079.82,452.95454545454544,252.0,234.5,52.27272727272727,1435.909090909091,66.25,234.5,599.7727272727273,2868.181818181818,76.25,141.72727272727272,912.2727272727273,681.8293984153054,542.2727272727273,18.838991511951797,3864.22
8,Jul 2006,9071.509579613095,12.25,15.15,225.77974446614584,945.952380952381,974.2857142857144,1069.7,476.6666666666667,239.52380952380952,230.27,51.57142857142857,1464.7619047619048,74.94047619047619,230.27,658.5714285714286,2886.904761904762,75.05952380952381,141.04761904761904,860.0,665.3923078264509,551.9047619047619,18.16496658325196,3803.19
9,Aug 2006,9088.426078464674,11.75,14.9,267.3815977677055,1081.7391304347825,1111.9565217391305,1058.89,542.8260869565217,232.43478260869568,225.8,52.69565217391305,1583.9130434782608,68.6413043478261,225.8,652.8260869565217,3783.695652173913,76.25,120.47826086956522,816.9565217391304,628.1409620202106,547.8260869565217,17.90707870151686,3738.1
10,Sep 2006,9138.385695684525,11.25,14.55,283.48291742234005,1221.6666666666667,1211.6666666666667,1047.36,613.3333333333334,245.23809523809524,221.07,54.333333333333336,1620.952380952381,71.72619047619048,221.07,743.0952380952381,4033.3333333333335,76.9047619047619,112.76190476190476,841.9047619047619,662.5708560035342,556.6666666666666,17.01752013251895,3668.64
11,Oct 2006,9170.92715731534,10.75,6.29,298.0816192626953,1287.4545454545455,1322.2727272727273,1035.05,646.5909090909091,265.90909090909093,216.05,61.81818181818182,1667.2727272727273,102.7840909090909,216.05,780.4545454545455,4010.227272727273,80.625,146.8181818181818,862.2727272727273,703.8239024769176,577.7272727272727,18.69576055353338,3594.48
12,Nov 2006,9128.413751775568,10.25,5.27,342.77150656960225,1368.5454545454545,1490.2272727272727,1021.9,686.8181818181819,252.0909090909091,210.74,80.68181818181819,1872.2727272727277,103.86363636363636,210.74,786.3636363636364,3975.0,87.2159090909091,148.8181818181818,927.2727272727273,672.8520563299006,561.3636363636364,22.27651830153032,3515.27
13,Dec 2006,9074.257161458334,9.75,6.6,370.1664154052734,1367.3,1604.0,1007.82,687.25,241.3,205.15,86.6,2011.0,104.8125,205.15,853.5,3751.25,87.625,195.0,964.5,630.5238647460938,637.0,27.58109292984009,3430.62
14,Jan 2007,9053.317467730978,9.5,6.26,391.2600430575284,1483.9545454545455,1565.909090909091,992.73,745.2272727272727,258.54545454545456,199.25,80.63636363636364,1978.636363636364,107.61363636363636,199.25,920.0,3684.090909090909,79.77272727272727,203.72727272727272,950.0,633.8005925958806,708.1818181818181,31.443255597894844,3340.15
15,Feb 2007,9057.580029296874,9.25,6.3,422.2748336791992,1682.25,1472.0,976.56,844.75,256.0,192.94,74.35,1873.5,106.25,192.94,915.5,3660.0,77.5,219.2,859.0,603.8611541748047,677.5,32.8637638092041,3243.3
16,Mar 2007,9153.977272727272,9.0,6.52,431.8959277925037,1488.2857142857142,1365.4761904761904,959.19,747.6190476190476,241.9047619047619,186.05,73.57142857142857,1884.7619047619048,96.96428571428572,186.05,842.8571428571429,3638.095238095238,77.5,217.42857142857144,866.6666666666666,668.2137567429315,647.6190476190476,36.08279182797386,3139.68
17,Apr 2007,9087.509533110118,9.0,6.29,478.0701705932617,1618.0,1394.5,940.54,813.0,252.3,178.43,76.65,2069.0,99.0625,178.43,837.0,3693.75,75.4375,284.6,910.5,709.5245147705078,677.5,40.66728286743164,3028.74
18,May 2007,8836.891304347826,8.75,6.01,462.0935320172991,1679.571428571429,1593.095238095238,920.48,844.047619047619,247.04761904761904,170.07,125.71428571428572,1960.952380952381,106.36904761904762,170.07,851.9047619047619,3775.0,79.46428571428571,322.95238095238096,1074.2857142857142,774.4884352911087,757.6190476190476,47.18654759724935,2910.17
19,Jun 2007,8981.252371651786,8.5,5.77,454.4739059448242,1982.8,1654.5,898.88,995.75,260.7,160.92,150.8,1946.0,137.875,160.92,915.5,3588.75,80.5625,313.6,1073.0,908.5073822021484,830.0,55.66264953613281,2783.57
20,Jul 2007,9055.931818181818,8.25,6.06,465.221830888228,2161.954545454545,1832.9545454545453,875.61,1068.1818181818182,279.27272727272725,150.98,146.0,2160.0,150.22727272727272,150.98,929.5454545454544,3785.227272727273,81.36363636363636,308.8181818181818,1066.3636363636365,905.814170143821,1006.3636363636364,83.44426467201926,2648.65
21,Aug 2007,9355.35202955163,8.25,6.51,385.2269134521485,1809.409090909091,1725.0,850.48,910.0,270.6363636363636,140.32,128.72727272727272,2133.181818181818,126.3068181818182,140.32,784.0909090909091,4228.409090909091,74.0909090909091,297.54545454545456,1034.090909090909,866.7627175071023,931.818181818182,96.38554035533558,2505.54
22,Sep 2007,9282.752672697368,8.25,6.95,393.5168853759766,1864.0,1853.0,823.33,935.75,268.7,129.14,142.4,2187.5,132.9375,129.14,812.0,4142.5,80.625,296.3,975.5,843.3318542480469,1072.0,104.0315113067627,2354.5
23,Oct 2007,9084.930409307066,8.25,6.88,440.46362457275393,2024.75,2261.5,793.98,1016.25,271.7,117.96,148.5,2381.0,161.75,117.96,819.0,4223.75,102.375,296.7,931.0,819.6316619873047,1209.0,95.36607894897462,2198.01
