Date,Close
Nov 2005,827.8947368421053
Dec 2005,911.9090909090909
Jan 2006,904.1818181818181
Feb 2006,869.0
Mar 2006,847.8260869565217
Apr 2006,942.95
May 2006,1057.1304347826087
Jun 2006,901.9090909090909
Jul 2006,945.952380952381
Aug 2006,1081.7391304347825
Sep 2006,1221.6666666666667
Oct 2006,1287.4545454545455
Nov 2006,1368.5454545454545
Dec 2006,1367.3
Jan 2007,1483.9545454545455
Feb 2007,1682.25
Mar 2007,1488.2857142857142
Apr 2007,1618.0
May 2007,1679.5714285714287
Jun 2007,1982.8
Jul 2007,2161.9545454545455
Aug 2007,1809.409090909091
Sep 2007,1864.0
Oct 2007,2024.75
Nov 2007,2484.681818181818
Dec 2007,2553.5882352941176
Jan 2008,2810.2
Feb 2008,2811.4736842105262
Mar 2008,2474.0
Apr 2008,2207.5
May 2008,2166.0
Jun 2008,2495.095238095238
Jul 2008,2217.5454545454545
Aug 2008,2024.85
Sep 2008,2085.25
Oct 2008,1466.05
Nov 2008,986.25
Dec 2008,923.8947368421053
Jan 2009,1027.7894736842106
Feb 2009,939.0
Mar 2009,892.0
Apr 2009,1076.4
May 2009,1605.3809523809523
Jun 2009,1843.4545454545455
Jul 2009,1976.2173913043478
Aug 2009,2466.85
Sep 2009,2731.222222222222
Oct 2009,3083.090909090909
Nov 2009,3114.0
Dec 2009,3325.157894736842
Jan 2010,3704.0
Feb 2010,3670.9473684210525
Mar 2010,3878.590909090909
Apr 2010,3807.1428571428573
May 2010,3575.2631578947367
Jun 2010,3842.5
Jul 2010,4401.409090909091
Aug 2010,4315.761904761905
Sep 2010,5111.64705882353
Oct 2010,5161.190476190476
Nov 2010,4965.476190476191
Dec 2010,4716.25
Jan 2011,4753.571428571428
Feb 2011,4750.0
Mar 2011,4994.565217391304
Apr 2011,5442.5
May 2011,5538.0952380952385
Jun 2011,5422.5
Jul 2011,5966.666666666667
Aug 2011,6381.578947368421
Sep 2011,5311.25
Oct 2011,5280.952380952381
Nov 2011,4886.363636363636
Dec 2011,4680.952380952381
Jan 2012,4815.476190476191
Feb 2012,4932.142857142857
Mar 2012,4958.333333333333
Apr 2012,4740.0
May 2012,4809.523809523809
Jun 2012,4748.809523809524
Jul 2012,5326.136363636364
Aug 2012,5344.736842105263
Sep 2012,5452.5
Oct 2012,5861.363636363636
Nov 2012,5755.0
Dec 2012,5880.555555555556
Jan 2013,5995.238095238095
Feb 2013,6627.5
Mar 2013,7486.8421052631575
Apr 2013,7447.727272727273
May 2013,7388.636363636364
Jun 2013,6813.1578947368425
Jul 2013,6936.95652173913
Aug 2013,6402.941176470588
Sep 2013,6561.9047619047615
Oct 2013,7023.809523809524
Nov 2013,6605.0
Dec 2013,6576.315789473684
Jan 2014,6825.0
Feb 2014,6990.0
Mar 2014,7360.0
Apr 2014,7175.0
May 2014,6938.888888888889
Jun 2014,6834.523809523809
Jul 2014,6976.315789473684
Aug 2014,7055.0
Sep 2014,7018.181818181818
Oct 2014,6777.173913043478
Nov 2014,6642.5
Dec 2014,6590.0
Jan 2015,7423.809523809524
Feb 2015,7406.578947368421
Mar 2015,7409.090909090909
Apr 2015,7302.380952380952
May 2015,6965.789473684211
Jun 2015,6772.619047619048
Jul 2015,6314.473684210527
Aug 2015,5645.75
Sep 2015,5201.9047619047615
Oct 2015,5867.857142857143
Nov 2015,5479.761904761905
Dec 2015,5057.5
Jan 2016,5721.25
Feb 2016,6603.75
Mar 2016,7211.9047619047615
Apr 2016,7141.666666666667
May 2016,7032.5
Jun 2016,7145.454545454545
Jul 2016,7482.8125
Aug 2016,8101.136363636364
Sep 2016,8495.238095238095
Oct 2016,8735.714285714286
Nov 2016,7864.772727272727
Dec 2016,7715.0
Jan 2017,7928.409090909091
Feb 2017,8006.25
Mar 2017,8046.590909090909
Apr 2017,8045.833333333333
May 2017,8575.0
Jun 2017,8600.0
Jul 2017,8690.47619047619
Aug 2017,8383.695652173914
Sep 2017,8529.761904761905
Oct 2017,8367.045454545454
Nov 2017,7882.954545454545
Dec 2017,7488.0952380952385
Jan 2018,7865.217391304348
Feb 2018,7732.5
Mar 2018,7314.772727272727
Apr 2018,7071.428571428572
May 2018,6640.217391304348
Jun 2018,6835.714285714285
Jul 2018,6409.090909090909
Aug 2018,6386.95652173913
Sep 2018,6052.5
Oct 2018,5789.130434782609
Nov 2018,5992.045454545455
Dec 2018,7045.238095238095
Jan 2019,7530.434782608696
Feb 2019,7570.0
Mar 2019,7086.9047619047615
Apr 2019,6386.363636363636
May 2019,6485.869565217391
Jun 2019,6906.25
Jul 2019,6952.173913043478
Aug 2019,7523.863636363636
Sep 2019,7798.809523809524
Oct 2019,7633.695652173913
Nov 2019,7883.333333333333
Dec 2019,7900.0
Jan 2020,8112.5
Feb 2020,7297.5
Mar 2020,6404.761904761905
Apr 2020,6420.238095238095
May 2020,6329.6875
Jun 2020,6353.571428571428
Jul 2020,6565.909090909091
Aug 2020,7234.722222222223
Sep 2020,7486.363636363636
Oct 2020,7130.263157894737
Nov 2020,7167.857142857143
Dec 2020,6952.631578947368
Jan 2021,6677.5
Feb 2021,6168.421052631579
Mar 2021,6423.863636363636
Apr 2021,6661.9047619047615
May 2021,6410.294117647059
Jun 2021,6244.047619047619
Jul 2021,6510.714285714285
Aug 2021,6251.25
Sep 2021,6242.045454545455
Oct 2021,6618.75
Nov 2021,6377.272727272727
Dec 2021,6428.409090909091
Jan 2022,6408.333333333333
Feb 2022,6361.111111111111
Mar 2022,5992.045454545455
Apr 2022,6182.894736842105
May 2022,6418.333333333333
Jun 2022,6934.523809523809
Jul 2022,6984.523809523809
Aug 2022,6598.863636363636
Sep 2022,6222.727272727273
Oct 2022,6180.952380952381
Nov 2022,6446.590909090909
Dec 2022,6857.954545454545
Jan 2023,6794.047619047619
Feb 2023,6655.0
Mar 2023,6226.190476190476
Apr 2023,6330.357142857143
May 2023,6878.571428571428
Jun 2023,7352.941176470588
Jul 2023,7322.5
Aug 2023,7052.272727272727
Sep 2023,6802.5
Oct 2023,6752.272727272727
Nov 2023,6405.681818181818
Dec 2023,6373.684210526316
Jan 2024,6375
Feb 2024,6625
Mar 2024,6375
Apr 2024,6250
May 2024,5875
Jun 2024,6075
Jul 2024,6125
Aug 2024,6850
Sep 2024,7050
Oct 2024,7600
