Date,Close
Nov 2005,15.569972038269047
Dec 2005,16.993848540566184
Jan 2006,16.45462942123413
Feb 2006,17.08989772796631
Mar 2006,18.535680770874023
Apr 2006,16.218720769882204
May 2006,19.615585741789445
Jun 2006,18.838991511951793
Jul 2006,18.164966583251957
Aug 2006,17.90707870151686
Sep 2006,17.01752013251895
Oct 2006,18.69576055353338
Nov 2006,22.276518301530317
Dec 2006,27.58109292984009
Jan 2007,31.443255597894844
Feb 2007,32.8637638092041
Mar 2007,36.082791827973864
Apr 2007,40.66728286743164
May 2007,47.18654759724935
Jun 2007,55.66264953613281
Jul 2007,83.44426467201926
Aug 2007,96.38554035533558
Sep 2007,104.0315113067627
Oct 2007,95.36607894897462
Nov 2007,90.69845893166283
Dec 2007,87.9899704877068
Jan 2008,80.25949821472167
Feb 2008,84.77635112561677
Mar 2008,92.52394104003906
Apr 2008,91.79374798861419
May 2008,108.94861433241103
Jun 2008,105.12379055931454
Jul 2008,107.96612826260653
Aug 2008,114.63855514526367
Sep 2008,107.46987915039062
Oct 2008,93.97590103149415
Nov 2008,74.63855247497558
Dec 2008,71.7184520520662
Jan 2009,64.55294779727333
Feb 2009,45.78313026428223
Mar 2009,46.98794937133789
Apr 2009,56.024095726013186
May 2009,51.577738807314915
Jun 2009,71.57721744884144
Jul 2009,65.74122420601223
Aug 2009,89.33734931945801
Sep 2009,115.8634541829427
Oct 2009,118.51040441339666
Nov 2009,119.33734817504883
Dec 2009,122.76474079332854
Jan 2010,123.13252830505371
Feb 2010,131.7691819040399
Mar 2010,147.316538030451
Apr 2010,147.6764155796596
May 2010,143.43690169484992
Jun 2010,165.16977275501597
Jul 2010,176.77984411066228
Aug 2010,173.26448713030135
Sep 2010,209.21332235897285
Oct 2010,233.7349395751953
Nov 2010,221.22776939755394
Dec 2010,219.0361427307129
Jan 2011,210.21227300734748
Feb 2011,208.96920606825086
Mar 2011,210.0576171875
Apr 2011,210.12047729492187
May 2011,218.01491510300409
Jun 2011,236.26506118774415
Jul 2011,229.25989786783853
Aug 2011,210.39948955335115
Sep 2011,200.6024085998535
Oct 2011,200.22948637462798
Nov 2011,219.0580499822443
Dec 2011,193.09093511672248
Jan 2012,195.23809523809524
Feb 2012,206.66666666666666
Mar 2012,204.4047619047619
Apr 2012,201.95
May 2012,195.47619047619048
Jun 2012,182.42857142857142
Jul 2012,210.6818181818182
Aug 2012,220.78947368421052
Sep 2012,232.25
Oct 2012,275.22727272727275
Nov 2012,233.5
Dec 2012,234.16666666666666
Jan 2013,256.9047619047619
Feb 2013,298.75
Mar 2013,359.7368421052632
Apr 2013,374.3181818181818
May 2013,404.77272727272725
Jun 2013,355.7894736842105
Jul 2013,346.0869565217391
Aug 2013,330.88235294117646
Sep 2013,283.3333333333333
Oct 2013,285.4761904761905
Nov 2013,268.75
Dec 2013,266.05263157894734
Jan 2014,300.15
Feb 2014,328.75
Mar 2014,358.8
Apr 2014,364.6190476190476
May 2014,377.94444444444446
Jun 2014,366.3333333333333
Jul 2014,396.2631578947368
Aug 2014,433.35
Sep 2014,420.8181818181818
Oct 2014,418.1304347826087
Nov 2014,462.35
Dec 2014,511.6
Jan 2015,501.1904761904762
Feb 2015,512.8947368421053
Mar 2015,509.77272727272725
Apr 2015,503.8095238095238
May 2015,443.05263157894734
Jun 2015,419.5238095238095
Jul 2015,418.2105263157895
Aug 2015,375.95
Sep 2015,351.42857142857144
Oct 2015,402.7142857142857
Nov 2015,444.3809523809524
Dec 2015,466.45
Jan 2016,462.45
Feb 2016,461.35
Mar 2016,497.6666666666667
Apr 2016,513.7619047619048
May 2016,514.85
Jun 2016,569.5454545454545
Jul 2016,633.75
Aug 2016,642.5
Sep 2016,639.047619047619
Oct 2016,701.4285714285714
Nov 2016,698.1818181818181
Dec 2016,604.25
Jan 2017,583.6363636363636
Feb 2017,574.0
Mar 2017,586.1363636363636
Apr 2017,597.2222222222222
May 2017,630.75
Jun 2017,614.0909090909091
Jul 2017,635.4761904761905
Aug 2017,678.0434782608696
Sep 2017,642.6190476190476
Oct 2017,622.7272727272727
Nov 2017,628.6363636363636
Dec 2017,650.952380952381
Jan 2018,698.0434782608696
Feb 2018,673.75
Mar 2018,635.4545454545455
Apr 2018,620.0
May 2018,546.3478260869565
Jun 2018,568.5714285714286
Jul 2018,552.5
Aug 2018,528.9130434782609
Sep 2018,516.0
Oct 2018,476.60869565217394
Nov 2018,577.4545454545455
Dec 2018,610.4761904761905
Jan 2019,667.8260869565217
Feb 2019,652.5
Mar 2019,662.1428571428571
Apr 2019,727.7272727272727
May 2019,668.695652173913
Jun 2019,732.1052631578947
Jul 2019,717.1739130434783
Aug 2019,678.1818181818181
Sep 2019,656.9047619047619
Oct 2019,616.304347826087
Nov 2019,582.6190476190476
Dec 2019,573.9473684210526
Jan 2020,563.1818181818181
Feb 2020,548.25
Mar 2020,404.42857142857144
Apr 2020,378.3809523809524
May 2020,351.5
Jun 2020,437.9047619047619
Jul 2020,420.27272727272725
Aug 2020,403.1111111111111
Sep 2020,375.0
Oct 2020,386.42105263157896
Nov 2020,471.42857142857144
Dec 2020,536.0526315789474
Jan 2021,525.25
Feb 2021,535.3157894736842
Mar 2021,568.6363636363636
Apr 2021,522.2380952380952
May 2021,510.6470588235294
Jun 2021,464.1904761904762
Jul 2021,429.5238095238095
Aug 2021,441.6
Sep 2021,471.8181818181818
Oct 2021,518.05
Nov 2021,525.3636363636364
Dec 2021,477.27272727272725
Jan 2022,453.9047619047619
Feb 2022,446.44444444444446
Mar 2022,490.95454545454544
Apr 2022,520.7368421052631
May 2022,510.4
Jun 2022,492.5238095238095
Jul 2022,449.9047619047619
Aug 2022,483.40909090909093
Sep 2022,489.6818181818182
Oct 2022,444.95238095238096
Nov 2022,455.0
Dec 2022,459.72727272727275
Jan 2023,447.6190476190476
Feb 2023,461.5
Mar 2023,443.14285714285717
Apr 2023,475.42857142857144
May 2023,479.04761904761904
Jun 2023,491.05882352941177
Jul 2023,489.9
Aug 2023,471.0
Sep 2023,442.7
Oct 2023,418.27272727272725
Nov 2023,417.1818181818182
Dec 2023,423.6842105263158
Jan 2024,420
Feb 2024,406
Mar 2024,424
Apr 2024,402
May 2024,394
Jun 2024,366
Jul 2024,426
Aug 2024,476
Sep 2024,515
Oct 2024,478
