Date,Open,High,Low,Close,Adj Close,Volume
2009-01-05,1600.0,1800.0,1600.0,1800.0,901.8770751953125,46000
2009-01-06,1820.0,1830.0,1740.0,1830.0,916.9082641601562,11500
2009-01-07,1870.0,1890.0,1740.0,1870.0,936.949951171875,33500
2009-01-08,1870.0,1870.0,1870.0,1870.0,936.949951171875,2
2009-01-09,1770.0,1890.0,1720.0,1880.0,941.9603881835938,22000
2009-01-12,1780.0,1780.0,1780.0,1780.0,891.8563232421875,1000
2009-01-13,1850.0,1850.0,1850.0,1850.0,926.9291381835938,4500
2009-01-14,1800.0,1800.0,1800.0,1800.0,901.8770751953125,1000
2009-01-15,1800.0,1800.0,1650.0,1660.0,831.7311401367188,4000
2009-01-16,1680.0,1680.0,1680.0,1680.0,841.7517700195312,2000
2009-01-19,1680.0,1680.0,1680.0,1680.0,841.7517700195312,2
2009-01-20,1680.0,1680.0,1680.0,1680.0,841.7517700195312,0
2009-01-21,1680.0,1680.0,1680.0,1680.0,841.7517700195312,0
2009-01-22,1680.0,1680.0,1680.0,1680.0,841.7517700195312,1
2009-01-23,1680.0,1680.0,1680.0,1680.0,841.7517700195312,0
2009-01-27,1680.0,1680.0,1680.0,1680.0,841.7517700195312,2
2009-01-28,1680.0,1680.0,1680.0,1680.0,841.7517700195312,500
2009-01-29,1680.0,1680.0,1680.0,1680.0,841.7517700195312,1
2009-01-30,1680.0,1680.0,1680.0,1680.0,841.7517700195312,2
2009-02-02,1680.0,1680.0,1680.0,1680.0,841.7517700195312,2000
2009-02-03,1600.0,1600.0,1600.0,1600.0,801.6685180664062,7500
2009-02-04,1600.0,1600.0,1600.0,1600.0,801.6685180664062,500
2009-02-05,1600.0,1600.0,1600.0,1600.0,801.6685180664062,1
2009-02-06,1600.0,1600.0,1600.0,1600.0,801.6685180664062,1000
2009-02-09,1600.0,1600.0,1600.0,1600.0,801.6685180664062,1
2009-02-10,1600.0,1600.0,1600.0,1600.0,801.6685180664062,0
2009-02-11,1790.0,1790.0,1790.0,1790.0,896.8666381835938,500
2009-02-12,1700.0,1700.0,1700.0,1700.0,851.7728881835938,6000
2009-02-13,1780.0,1780.0,1780.0,1780.0,891.8563232421875,1000
2009-02-16,1600.0,1640.0,1600.0,1600.0,801.6685180664062,10000
2009-02-17,1650.0,1650.0,1650.0,1650.0,826.7206420898438,2500
2009-02-18,1600.0,1650.0,1600.0,1600.0,801.6685180664062,4500
2009-02-19,1600.0,1600.0,1600.0,1600.0,801.6685180664062,3500
2009-02-20,1570.0,1570.0,1500.0,1570.0,786.6372680664062,1000
2009-02-23,1570.0,1570.0,1570.0,1570.0,786.6372680664062,1
2009-02-24,1570.0,1570.0,1570.0,1570.0,786.6372680664062,3500
2009-02-25,1570.0,1570.0,1570.0,1570.0,786.6372680664062,0
2009-02-26,1600.0,1600.0,1570.0,1600.0,801.6685180664062,1500
2009-02-27,1600.0,1600.0,1600.0,1600.0,801.6685180664062,8500
2009-03-02,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2000
2009-03-03,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-04,1600.0,1600.0,1600.0,1600.0,801.6685180664062,3
2009-03-05,1600.0,1600.0,1600.0,1600.0,801.6685180664062,3
2009-03-06,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-10,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-11,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-12,1600.0,1600.0,1600.0,1600.0,801.6685180664062,5000
2009-03-13,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-16,1600.0,1600.0,1600.0,1600.0,801.6685180664062,500
2009-03-17,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2500
2009-03-18,1600.0,1600.0,1600.0,1600.0,801.6685180664062,2
2009-03-19,1600.0,1660.0,1600.0,1650.0,826.7206420898438,11500
2009-03-20,1600.0,1610.0,1600.0,1600.0,801.6685180664062,6500
2009-03-23,1670.0,1670.0,1650.0,1670.0,836.7415161132812,10000
2009-03-24,1670.0,1680.0,1660.0,1670.0,836.7415161132812,35500
2009-03-25,1700.0,1700.0,1670.0,1700.0,851.7728881835938,10500
2009-03-27,1700.0,1700.0,1700.0,1700.0,851.7728881835938,1000
2009-03-30,1650.0,1650.0,1620.0,1650.0,826.7206420898438,2000
2009-03-31,1650.0,1650.0,1650.0,1650.0,826.7206420898438,2
2009-04-01,1550.0,1550.0,1550.0,1550.0,776.616455078125,9000
2009-04-02,1610.0,1650.0,1600.0,1610.0,806.6788330078125,14500
2009-04-03,1610.0,1610.0,1610.0,1610.0,806.6788330078125,3
2009-04-06,1650.0,1650.0,1640.0,1650.0,826.7206420898438,139000
2009-04-07,1640.0,1650.0,1640.0,1640.0,821.7101440429688,9500
2009-04-08,1600.0,1600.0,1600.0,1600.0,801.6685180664062,1000
2009-04-09,1600.0,1600.0,1600.0,1600.0,801.6685180664062,0
2009-04-13,1720.0,1720.0,1690.0,1720.0,861.7935791015625,6500
2009-04-14,1720.0,1720.0,1720.0,1720.0,861.7935791015625,15000
2009-04-15,1720.0,1980.0,1720.0,1980.0,992.0648193359375,121500
2009-04-16,2050.0,2350.0,2050.0,2050.0,1027.1376953125,170000
2009-04-17,2050.0,2075.0,2000.0,2075.0,1039.663818359375,90000
2009-04-20,2125.0,2150.0,2075.0,2125.0,1064.7159423828125,7000
2009-04-22,2025.0,2150.0,2000.0,2025.0,1014.6116333007812,20500
2009-04-23,2025.0,2175.0,2025.0,2175.0,1089.7681884765625,35500
2009-04-24,2200.0,2200.0,2100.0,2200.0,1102.294189453125,8000
2009-04-27,2075.0,2100.0,2075.0,2075.0,1039.663818359375,19000
2009-04-28,2075.0,2075.0,2075.0,2075.0,1039.663818359375,3
2009-04-29,2100.0,2100.0,2075.0,2100.0,1052.1898193359375,10000
2009-04-30,2150.0,2150.0,2125.0,2150.0,1077.2420654296875,11500
2009-05-01,2300.0,2450.0,2250.0,2300.0,1152.3984375,77500
2009-05-04,2350.0,2875.0,2350.0,2875.0,1440.4979248046875,224000
2009-05-05,3200.0,3575.0,2875.0,3575.0,1791.22802734375,199500
2009-05-06,3575.0,4400.0,3575.0,4200.0,2104.379638671875,96500
2009-05-07,4000.0,4050.0,3900.0,4000.0,2004.1710205078125,24500
2009-05-08,4000.0,4000.0,3650.0,3700.0,1853.8582763671875,11000
2009-05-11,3650.0,3800.0,3500.0,3650.0,1828.8057861328125,17500
2009-05-12,3300.0,3500.0,3300.0,3300.0,1653.4412841796875,7500
2009-05-13,3300.0,3300.0,3025.0,3050.0,1528.1805419921875,26500
2009-05-14,3050.0,3100.0,3050.0,3050.0,1528.1805419921875,23000
2009-05-15,2900.0,3050.0,2850.0,2900.0,1453.02392578125,7000
2009-05-18,2800.0,3000.0,2800.0,3000.0,1503.12841796875,8500
2009-05-19,2900.0,3075.0,2800.0,3075.0,1540.706787109375,5500
2009-05-20,3125.0,3300.0,3075.0,3125.0,1565.7586669921875,17000
2009-05-21,3125.0,3125.0,3125.0,3125.0,1565.7586669921875,0
2009-05-22,3300.0,3300.0,3300.0,3300.0,1653.4412841796875,500
2009-05-25,3300.0,3300.0,3300.0,3300.0,1653.4412841796875,2
2009-05-26,3300.0,3300.0,3300.0,3300.0,1653.4412841796875,2
2009-05-27,3300.0,3300.0,3300.0,3300.0,1653.4412841796875,2
2009-05-28,3400.0,3400.0,3250.0,3400.0,1703.5457763671875,10000
2009-05-29,3400.0,3400.0,3400.0,3400.0,1703.5457763671875,2
2009-06-01,3400.0,3550.0,3400.0,3400.0,1703.5457763671875,13500
2009-06-02,3500.0,3700.0,3500.0,3500.0,1753.649658203125,16500
2009-06-03,3550.0,3550.0,3550.0,3550.0,1778.7017822265625,5000
2009-06-04,3300.0,3400.0,3300.0,3300.0,1653.4412841796875,29500
2009-06-05,3450.0,3550.0,3300.0,3450.0,1728.59765625,19500
2009-06-08,3475.0,3850.0,3475.0,3700.0,1853.8582763671875,61500
2009-06-09,3700.0,3825.0,3600.0,3700.0,1853.8582763671875,63500
2009-06-10,3700.0,3800.0,3650.0,3700.0,1853.8582763671875,15000
2009-06-11,3600.0,3700.0,3550.0,3600.0,1803.754150390625,3500
2009-06-12,3525.0,3550.0,3525.0,3525.0,1766.17578125,5000
2009-06-15,3425.0,3525.0,3425.0,3425.0,1716.0714111328125,34500
